year,nzsioc,nzsioc_descriptor,variable,units,magnitude,source,data_value
2008,RS113,Gambling activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,874.87
2009,RS113,Gambling activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.87
2009,RS113,Gambling activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,873.78
2010,RS113,Gambling activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.94
2010,RS113,Gambling activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,942.85
2011,RS113,Gambling activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.08
2011,RS113,Gambling activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1077.63
2012,RS113,Gambling activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.15
2012,RS113,Gambling activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1150.74
2013,RS113,Gambling activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.11
2013,RS113,Gambling activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1109.71
2014,RS113,Gambling activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.91
2014,RS113,Gambling activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,909.06
2015,RS113,Gambling activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1
2015,RS113,Gambling activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,998.42
2016,RS113,Gambling activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.11
2016,RS113,Gambling activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1111.98
2017,RS113,Gambling activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.01
2017,RS113,Gambling activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1007.21
2018,RS113,Gambling activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.86
2018,RS113,Gambling activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,864.42
2019,RS113,Gambling activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.26
2019,RS113,Gambling activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1257.36
2020,RS113,Gambling activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.91
2020,RS113,Gambling activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,906.88
2021,RS113,Gambling activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.77
2021,RS113,Gambling activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,765.2
2022,RS113,Gambling activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.79
2022,RS113,Gambling activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,794.73
2023,RS113,Gambling activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.67
2023,RS113,Gambling activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,665.47
2007,RS211,Repair and maintenance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,49.52
2007,RS211,Repair and maintenance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,49522.35
2008,RS211,Repair and maintenance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,47.86
2008,RS211,Repair and maintenance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,47863.46
2009,RS211,Repair and maintenance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,40.96
2009,RS211,Repair and maintenance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,40955.36
2010,RS211,Repair and maintenance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,44.87
2010,RS211,Repair and maintenance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,44870.92
2011,RS211,Repair and maintenance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,49.01
2011,RS211,Repair and maintenance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,49010.4
2012,RS211,Repair and maintenance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,44.65
2012,RS211,Repair and maintenance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,44645.61
2013,RS211,Repair and maintenance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,41.98
2013,RS211,Repair and maintenance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,41982.61
2014,RS211,Repair and maintenance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,41.81
2014,RS211,Repair and maintenance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,41808.15
2015,RS211,Repair and maintenance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,43.33
2015,RS211,Repair and maintenance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,43325.65
2016,RS211,Repair and maintenance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,47.55
2016,RS211,Repair and maintenance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,47549.18
2017,RS211,Repair and maintenance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,50.7
2017,RS211,Repair and maintenance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,50700.49
2018,RS211,Repair and maintenance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,47.92
2018,RS211,Repair and maintenance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,47918.77
2019,RS211,Repair and maintenance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,57.59
2019,RS211,Repair and maintenance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,57591.34
2020,RS211,Repair and maintenance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,61.79
2020,RS211,Repair and maintenance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,61791.64
2021,RS211,Repair and maintenance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,68.7
2021,RS211,Repair and maintenance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,68696.69
2022,RS211,Repair and maintenance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,71.1
2022,RS211,Repair and maintenance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,71102.01
2023,RS211,Repair and maintenance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,61.73
2023,RS211,Repair and maintenance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,61732.16
2007,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,10.3
2007,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,10302.78
2008,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,10.11
2008,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,10114.67
2009,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,9.27
2009,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,9270.25
2010,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,10.44
2010,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,10440.07
2011,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,12.58
2011,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,12582.86
2012,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,12.33
2012,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,12332.96
2013,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,11.94
2013,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,11935.62
2014,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,11.85
2014,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,11845.97
2015,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,11.84
2015,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,11835.96
2016,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,12.43
2016,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,12431.11
2017,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,13.05
2017,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,13048.86
2018,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,12.67
2018,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,12672.93
2019,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,15.73
2019,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,15734.95
2020,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,16.79
2020,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,16793.3
2021,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,17.36
2021,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,17355.77
2022,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,18.68
2022,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,18677.22
2023,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,15.95
2023,RS212,"Personal care, funeral and other personal services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,15952.25
2007,RS213,Religious services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.27
2007,RS213,Religious services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2271.54
2008,RS213,Religious services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.45
2008,RS213,Religious services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2454.37
2009,RS213,Religious services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.31
